State_Name,County,MeanIncome,MedianIncome,StdIncome,NumRecords
Iowa,Dallas County,70288.77777777778,56745.5,46887.444444444445,18
Iowa,Davis County,50961.0,42879.0,39776.5,4
Iowa,Decatur County,41305.4,30790.5,35520.1,10
Iowa,Delaware County,54138.083333333336,48048.5,38145.583333333336,12
Iowa,Des Moines County,56324.333333333336,48726.0,40730.666666666664,6
Iowa,Dickinson County,65981.9,54895.0,50947.8,10
Iowa,Dubuque County,66271.95238095238,67368.0,41245.04761904762,21
Iowa,Emmet County,58752.0,47551.0,45052.333333333336,6
Iowa,Fayette County,50080.9375,41151.5,35602.125,16
Iowa,Floyd County,40487.0,38985.5,26796.1,10
Iowa,Franklin County,50765.833333333336,47983.5,38183.166666666664,12
Iowa,Fremont County,39751.916666666664,47587.5,27858.083333333332,12
Iowa,Greene County,46927.125,45552.0,34913.125,8
Iowa,Grundy County,63061.88888888889,54445.0,44904.444444444445,9
Iowa,Guthrie County,53719.307692307695,43253.0,39224.53846153846,13
Iowa,Hamilton County,54152.444444444445,45350.0,38096.77777777778,9
Iowa,Hancock County,47429.230769230766,40193.0,30201.53846153846,13
Iowa,Hardin County,56415.307692307695,45382.0,40196.846153846156,13
Iowa,Harrison County,49930.416666666664,47353.5,36783.916666666664,12
Iowa,Henry County,52885.818181818184,46869.0,38376.09090909091,11
Iowa,Howard County,49425.166666666664,41678.5,39056.5,6
Iowa,Humboldt County,46868.692307692305,41751.0,33567.153846153844,13
Iowa,Ida County,51025.6,41020.0,38214.6,5
Iowa,Iowa County,64434.666666666664,300000.0,44867.26666666667,15
Iowa,Jackson County,51734.46153846154,44479.0,35956.38461538462,13
Iowa,Jasper County,62378.57142857143,57419.5,38680.42857142857,14
Iowa,Jefferson County,49221.5,52643.0,36358.125,8
Iowa,Johnson County,82538.53846153847,72548.0,54947.307692307695,13
Iowa,Jones County,54720.27272727273,41525.0,35509.818181818184,11
Iowa,Keokuk County,47133.470588235294,41642.0,30341.29411764706,17
Iowa,Kossuth County,53451.94117647059,46092.0,36768.882352941175,17
Iowa,Lee County,54263.0,51706.0,37847.444444444445,9
Iowa,Linn County,77792.55555555556,65404.5,48571.333333333336,18
Iowa,Louisa County,53878.11111111111,47936.0,36215.11111111111,9
Iowa,Lucas County,43954.0,36519.0,32453.0,5
Iowa,Lyon County,59022.375,52952.5,41100.25,8
Iowa,Madison County,50130.666666666664,52580.0,36021.444444444445,9
Iowa,Mahaska County,46681.0,40834.0,33964.27272727273,11
Iowa,Marion County,49030.444444444445,40868.0,38465.444444444445,9
Iowa,Marshall County,57546.357142857145,50798.0,36189.57142857143,14
Iowa,Mills County,57783.333333333336,55564.0,36582.333333333336,9
Iowa,Mitchell County,40009.57142857143,48793.0,28355.714285714286,14
Iowa,Monona County,45041.1,36540.5,38251.4,10
Iowa,Monroe County,28911.8,41630.0,20737.6,5
Iowa,Montgomery County,48629.666666666664,53535.0,34679.166666666664,6
Iowa,Muscatine County,66303.0,51845.0,34310.09090909091,11
Iowa,O'Brien County,57186.625,49560.5,44322.625,8
Iowa,Osceola County,50671.8,40259.0,38224.6,5
Iowa,Page County,48256.90909090909,41643.0,34060.818181818184,11
Iowa,Palo Alto County,47729.11111111111,40895.0,36712.444444444445,9
Iowa,Plymouth County,58485.5,58636.0,37722.083333333336,12
Iowa,Pocahontas County,45737.88888888889,41065.0,35414.333333333336,9
Iowa,Polk County,77472.23809523809,72447.0,48606.0,21
Iowa,Pottawattamie County,64563.166666666664,56003.5,43018.77777777778,18
Iowa,Poweshiek County,52517.181818181816,45212.0,36436.454545454544,11
Iowa,Ringgold County,50704.153846153844,53975.0,29263.076923076922,13
Iowa,Sac County,53542.0,47428.0,40890.77777777778,9
Iowa,Scott County,72171.27777777778,62219.0,51025.22222222222,18
Iowa,Shelby County,53078.846153846156,43722.0,43112.38461538462,13
Iowa,Sioux County,61833.57142857143,56334.0,44045.07142857143,14
Iowa,Story County,66955.86666666667,56362.0,44929.933333333334,15
Iowa,Tama County,51402.92307692308,51838.0,35326.230769230766,13
Iowa,Taylor County,49796.88888888889,36844.0,35683.77777777778,9
Iowa,Union County,59085.0,41933.0,39596.25,8
Iowa,Van Buren County,51224.0,39537.0,36649.9,10
Iowa,Wapello County,47464.142857142855,38584.0,35436.28571428572,7
Iowa,Warren County,60917.9375,59202.0,37515.9375,16
Iowa,Washington County,53891.9,42232.0,37309.9,10
Iowa,Wayne County,51273.375,40994.0,40178.125,8
Iowa,Webster County,49766.25,43348.5,34513.0,16
Iowa,Winnebago County,49585.0,41112.0,41383.71428571428,7
Iowa,Winneshiek County,56340.0,46353.0,43520.444444444445,9
Iowa,Woodbury County,58402.5,43060.0,41955.6875,16
Iowa,Worth County,45461.0,37576.0,35241.5,8
Iowa,Wright County,52828.0,38453.5,41579.625,8
Kansas,Allen County,62562.81597444089,49731.0,43409.44185303515,3130
Kansas,Anderson County,39010.25,35242.0,32457.5,8
Kansas,Atchison County,48781.8,36998.0,38627.6,5
Kansas,Barber County,59053.0,50878.0,42548.0,7
Kansas,Barton County,51499.9,49355.5,36716.6,10
Kansas,Bourbon County,44434.5,32539.0,39474.833333333336,6
Kansas,Brown County,40484.58823529412,33382.0,26030.41176470588,17
Kansas,Butler County,60817.28571428572,49342.0,41772.0,14
Kansas,Chase County,63263.6,34661.0,46896.0,5
Kansas,Chautauqua County,41150.833333333336,30579.0,33384.166666666664,6
Kansas,Cherokee County,38644.4,37121.0,27304.1,10
Kansas,Cheyenne County,48512.5,39056.0,38226.5,2
Kansas,Clark County,43648.666666666664,38870.0,35686.666666666664,3
Kansas,Clay County,54678.375,49322.0,37305.625,8
Kansas,Cloud County,37450.857142857145,33661.0,30417.428571428572,7
Kansas,Coffey County,62246.333333333336,47985.5,45944.0,6
Kansas,Comanche County,50955.333333333336,45530.0,37804.666666666664,3
Kansas,Cowley County,53877.88888888889,47308.0,36113.0,9
Kansas,Crawford County,43336.25,31060.0,34699.583333333336,12
Kansas,Decatur County,39825.2,35724.0,29048.0,5
Kansas,Dickinson County,53869.09090909091,49688.0,36165.72727272727,11
Kansas,Doniphan County,49586.555555555555,39348.0,37558.0,9
Kansas,Douglas County,64326.25,51219.5,50487.5,4
Kansas,Edwards County,52823.25,44109.5,38916.75,4
Kansas,Elk County,38573.0,31476.0,30262.2,5
Kansas,Ellis County,61617.833333333336,54146.5,38755.333333333336,6
Kansas,Ellsworth County,51218.2,39732.0,41011.2,5
Kansas,Finney County,67544.0,58878.0,48768.5,2
Kansas,Ford County,57488.42857142857,51910.0,46774.142857142855,7
Kansas,Franklin County,48531.25,42263.5,33254.0,8
Kansas,Geary County,50070.5,43581.0,35822.25,4
Kansas,Gove County,40170.833333333336,41009.0,31377.166666666668,6
Kansas,Graham County,49183.666666666664,34699.0,44471.0,3
Kansas,Grant County,69365.0,54544.0,50102.0,1
Kansas,Gray County,64706.0,57922.0,44361.4,5
Kansas,Greeley County,58751.333333333336,50521.0,39404.333333333336,3
Kansas,Greenwood County,38734.142857142855,33404.0,26740.285714285714,7
Kansas,Hamilton County,55855.0,51666.5,38558.5,2
Kansas,Harper County,39497.42857142857,35884.0,28577.428571428572,7
Kansas,Harvey County,60645.71428571428,53903.0,43325.57142857143,7
Kansas,Haskell County,65708.5,58026.5,46376.5,2
Kansas,Hodgeman County,62423.5,49836.0,45362.0,2
Kansas,Jackson County,47086.666666666664,47626.0,28989.666666666668,9
Kansas,Jefferson County,56634.666666666664,56578.0,38186.11111111111,9
Kansas,Jewell County,43211.857142857145,37073.0,32796.42857142857,7
Kansas,Johnson County,95079.05,76660.0,60166.2,20
Kansas,Kearny County,61667.5,51894.5,45213.0,2
Kansas,Kingman County,52268.57142857143,53711.0,37578.0,7
Kansas,Kiowa County,45848.666666666664,38571.0,35168.0,3
Kansas,Labette County,49744.75,41245.0,36490.625,8
Kansas,Lane County,57910.0,55113.0,43086.0,2
Kansas,Leavenworth County,58304.0,46607.0,42206.71428571428,7
Kansas,Lincoln County,41300.5,35131.0,31430.0,4
Kansas,Linn County,47336.42857142857,38341.0,37280.28571428572,7
Kansas,Logan County,54342.0,51981.0,49077.666666666664,3
Kansas,Lyon County,46256.0,39778.0,32369.0,9
Kansas,Marion County,46781.0,38151.0,37038.25,12
Kansas,Marshall County,51858.0,44566.5,43415.5,10
Kansas,McPherson County,57579.333333333336,51364.0,38934.88888888889,9
Kansas,Meade County,56468.0,49046.0,44382.333333333336,3
Kansas,Miami County,64429.42857142857,52714.0,45611.857142857145,7
Kansas,Mitchell County,41364.75,42166.0,34029.625,8
Kansas,Montgomery County,46995.666666666664,40125.0,36009.77777777778,9
Kansas,Morris County,39459.0,37049.0,25650.75,8
Kansas,Morton County,64402.0,53677.0,39607.666666666664,3
Kansas,Nemaha County,50208.11111111111,42607.0,41936.22222222222,9
Kansas,Neosho County,43347.28571428572,39128.0,32740.714285714286,7
Kansas,Ness County,49738.2,36756.0,39662.6,5
Kansas,Norton County,51926.8,300000.0,32805.2,5
Kansas,Osage County,49523.3,42589.0,36194.1,10
Kansas,Osborne County,44597.0,31726.0,37648.6,5
Kansas,Ottawa County,48778.833333333336,44290.5,30179.666666666668,6
Kansas,Pawnee County,55088.25,38942.5,41521.5,4
Kansas,Phillips County,51588.875,42675.0,36402.125,8
Kansas,Pottawatomie County,58685.416666666664,48195.5,35718.166666666664,12
Kansas,Pratt County,48568.28571428572,45950.0,28833.428571428572,7
Kansas,Rawlins County,44445.333333333336,32288.0,38927.0,3
Kansas,Reno County,55297.333333333336,41526.0,39520.933333333334,15
Kansas,Republic County,43917.125,35380.5,33392.375,8
Kansas,Rice County,46892.333333333336,47734.0,32440.0,9
Kansas,Riley County,49423.166666666664,40130.0,36778.166666666664,6
Kansas,Rooks County,42087.666666666664,33840.5,33130.0,6
Kansas,Rush County,49082.625,37863.5,38582.625,8
Kansas,Russell County,50096.25,45901.5,35408.25,8
Kansas,Saline County,54569.0,51457.0,28191.666666666668,9
Kansas,Scott County,66946.0,52217.0,47033.0,1
Kansas,Sedgwick County,69169.78260869565,61874.0,45875.782608695656,23
Kansas,Seward County,62065.5,50979.5,42658.5,2
Kansas,Shawnee County,57084.666666666664,46578.5,40568.0,6
Kansas,Sheridan County,56027.0,47784.0,39872.0,2
Kansas,Sherman County,44201.5,36189.0,38320.0,2
Kansas,Smith County,38347.333333333336,32672.0,29630.333333333332,6
Kansas,Stafford County,50652.833333333336,45647.0,34012.333333333336,6
Kansas,Stanton County,57259.5,42386.0,43679.0,2
Kansas,Stevens County,60844.5,177922.0,43464.0,2
Kansas,Sumner County,53886.38461538462,41865.0,44101.692307692305,13
Kansas,Thomas County,51580.0,52465.0,32300.285714285714,7
Kansas,Trego County,59693.5,175145.0,44148.0,2
Kansas,Wabaunsee County,48283.8,43548.5,25529.3,10
Kansas,Wallace County,56845.0,300000.0,47384.333333333336,3
Kansas,Washington County,47076.916666666664,38129.5,38604.5,12
Kansas,Wichita County,49764.0,176125.5,28284.5,2
Kansas,Wilson County,44001.857142857145,37258.0,34856.142857142855,7
Kansas,Woodson County,31756.5,26369.5,26907.25,4
Kansas,Wyandotte County,60975.75,55881.5,32983.75,4
Kentucky,Adair County,55268.27402862986,41050.0,42290.07952738014,4401
Kentucky,Allen County,41524.0,31886.0,35197.0,1
Kentucky,Anderson County,55930.0,51060.0,37930.0,1
Kentucky,Ballard County,46234.857142857145,31883.0,37147.57142857143,7
Kentucky,Barren County,40799.5,29475.0,37359.75,4
Kentucky,Bath County,41510.666666666664,25297.0,43171.0,3
Kentucky,Bell County,26325.333333333332,17003.0,27152.333333333332,3
Kentucky,Boone County,80885.0,67833.0,53666.90909090909,11
Kentucky,Bourbon County,47691.666666666664,39961.0,37308.666666666664,3
Kentucky,Boyd County,50718.4,34140.0,48181.2,5
Kentucky,Boyle County,42773.333333333336,32484.0,33170.0,3
Kentucky,Bracken County,46268.666666666664,31428.0,42015.666666666664,3
Kentucky,Breathitt County,37451.0,24985.0,43538.0,1
Kentucky,Breckinridge County,41579.0,25360.0,39897.666666666664,3
Kentucky,Bullitt County,62480.77777777778,55391.0,41676.11111111111,9
Kentucky,Butler County,34420.0,16389.0,31222.0,3
Kentucky,Caldwell County,32186.0,39187.0,25459.333333333332,3
Kentucky,Calloway County,44148.666666666664,34644.0,35126.0,3
Kentucky,Campbell County,66476.9375,58416.5,47798.75,16
Kentucky,Carlisle County,42423.666666666664,28825.0,35589.333333333336,3
Kentucky,Carroll County,46115.0,45320.0,34585.6,5
Kentucky,Carter County,40053.5,32049.0,32278.5,2
Kentucky,Casey County,31586.0,20516.0,27765.0,1
Kentucky,Christian County,45943.25,37590.0,30888.625,8
Kentucky,Clark County,49616.0,36446.0,42442.0,1
Kentucky,Clay County,31082.5,160837.0,22511.5,2
Kentucky,Clinton County,29135.0,18619.0,30749.0,1
Kentucky,Crittenden County,44782.25,41082.0,24906.75,4
Kentucky,Cumberland County,29104.0,20389.0,26923.5,2
Kentucky,Daviess County,50346.4,62933.0,32173.8,5
Kentucky,Edmonson County,30325.0,18845.0,30817.0,1
Kentucky,Elliott County,28638.0,22224.0,29522.0,1
Kentucky,Estill County,36666.5,28649.0,30841.0,2
Kentucky,Fayette,66510.0,49713.0,58429.0,1
Kentucky,Fleming County,58289.666666666664,28513.0,60982.0,3
Kentucky,Floyd County,38327.5,26096.0,33937.4,10
Kentucky,Franklin County,52931.0,41533.0,42664.0,1
Kentucky,Fulton County,42813.666666666664,25635.0,35628.666666666664,3
Kentucky,Gallatin County,49590.333333333336,34344.0,43895.333333333336,3
Kentucky,Garrard County,40571.0,28841.0,40660.0,1
Kentucky,Grant County,44959.0,37075.5,37232.25,4
Kentucky,Graves County,43337.1,37384.0,34355.3,10
Kentucky,Grayson County,40315.0,27699.0,38454.25,4
Kentucky,Green County,41665.5,26075.5,42537.0,2
Kentucky,Greenup County,61280.25,42401.5,47481.75,8
Kentucky,Hancock County,46092.5,38435.5,37293.0,2
Kentucky,Hardin County,54743.7,49087.0,41544.1,10
Kentucky,Harlan County,34418.357142857145,24704.0,30352.285714285714,14
Kentucky,Harrison County,51322.5,40529.0,47480.5,2
Kentucky,Hart County,37850.25,26514.5,30645.25,4
Kentucky,Henderson County,47852.166666666664,50267.5,33055.666666666664,6
Kentucky,Henry County,46841.6,42907.0,40027.4,5
Kentucky,Hickman County,38285.0,31142.0,28443.0,2
Kentucky,Hopkins County,46937.6,33638.5,40857.8,10
Kentucky,Jackson County,36711.0,26596.0,29900.5,2
Kentucky,Jefferson County,92428.36904761905,82634.5,57140.20238095238,84
Kentucky,Jessamine County,51817.0,44592.0,35266.0,3
Kentucky,Johnson County,45555.0,28077.0,48856.0,1
Kentucky,Kenton County,67521.0,56833.0,49024.85,20
Kentucky,Knott County,56427.333333333336,63225.0,31573.666666666668,3
Kentucky,Knox County,36588.4,32123.0,27672.4,5
Kentucky,Larue County,42944.5,40617.0,29025.25,4
Kentucky,Laurel County,30103.75,29552.0,24367.75,4
Kentucky,Lawrence County,34782.0,159579.5,32379.0,2
Kentucky,Lee County,29871.0,16119.0,37243.0,1
Kentucky,Leslie County,39374.0,20412.0,41924.0,1
Kentucky,Letcher County,39796.875,33005.0,31011.0,8
Kentucky,Lewis County,30954.333333333332,14968.0,31283.666666666668,3
Kentucky,Lincoln County,51967.0,38856.0,27730.166666666668,6
Kentucky,Livingston County,50004.0,39138.0,37101.833333333336,6
Kentucky,Logan County,37393.4,32184.0,34231.4,5
Kentucky,Lyon County,53977.0,41987.5,46824.0,2
Kentucky,Madison County,44343.5,34633.0,38319.5,2
Kentucky,Magoffin County,39605.0,21797.0,46618.0,1
Kentucky,Marion County,40090.25,29791.0,33108.5,4
Kentucky,Marshall County,45887.25,33887.5,37790.25,4
Kentucky,Martin County,39044.5,25781.5,36034.0,2
Kentucky,Mason County,48072.6,29791.0,37663.0,5
Kentucky,McCracken County,51639.0,43227.5,43542.833333333336,6
Kentucky,McCreary County,25094.333333333332,16900.0,24308.0,3
Kentucky,McLean County,45245.8,32060.0,36999.0,5
Kentucky,Meade County,48672.6,37056.0,36157.0,5
Kentucky,Menifee County,28791.0,15792.0,29506.0,1
Kentucky,Mercer County,45491.666666666664,32720.0,35594.0,3
Kentucky,Metcalfe County,40929.5,32024.0,32849.0,2
Kentucky,Monroe County,36831.0,29038.0,34012.333333333336,3
Kentucky,Montgomery County,43683.0,36692.0,37179.0,3
Kentucky,Morgan County,39738.0,27342.5,36338.5,2
Kentucky,Muhlenberg County,45375.88888888889,32995.0,38118.444444444445,9
Kentucky,Nelson County,47583.857142857145,35118.0,38300.857142857145,7
Kentucky,Nicholas County,47107.0,163088.5,20734.0,2
Kentucky,Ohio County,38588.42857142857,33574.0,32049.714285714286,7
Kentucky,Oldham County,101606.66666666667,95049.0,51831.555555555555,9
Kentucky,Owen County,46681.5,34881.0,28189.5,4
Kentucky,Owsley County,37048.0,11324.0,55919.0,1
Kentucky,Pendleton County,26663.666666666668,28571.0,20862.666666666668,3
Kentucky,Perry County,46441.333333333336,35890.5,41951.0,6
Kentucky,Pike County,45463.333333333336,38956.0,35989.0,9
Kentucky,Powell County,32214.5,23769.0,32239.0,2
Kentucky,Pulaski County,41814.2,31123.0,38318.4,5
Kentucky,Robertson County,21506.0,159369.5,17722.0,2
Kentucky,Rockcastle County,31076.666666666668,19731.0,33409.0,3
Kentucky,Rowan County,56787.0,300000.0,35286.666666666664,3
Kentucky,Russell County,32510.0,22680.5,35379.5,2
Kentucky,Scott County,50148.25,51056.5,34925.75,4
Kentucky,Shelby County,54970.666666666664,63953.0,39322.333333333336,3
Kentucky,Simpson County,40339.0,32047.0,33965.0,1
Kentucky,Spencer County,71443.0,63360.0,41500.0,2
Kentucky,Taylor County,38337.0,27470.0,38000.0,1
Kentucky,Todd County,46124.4,47734.0,26313.8,5
Kentucky,Trigg County,46893.0,30639.0,49370.5,2
Kentucky,Trimble County,35693.0,24614.0,33100.0,2
Kentucky,Union County,38472.2,32623.0,30473.6,5
Kentucky,Warren County,57385.0,49424.0,41427.0,6
Kentucky,Washington County,50533.333333333336,44007.0,37935.333333333336,3
Kentucky,Wayne County,32842.0,24725.0,33728.0,1
Kentucky,Webster County,51142.375,41908.0,37796.0,8
Kentucky,Whitley County,41982.4,29643.0,37480.8,5
Kentucky,Wolfe County,33874.5,157384.5,32199.5,2
Kentucky,Woodford County,59357.5,46461.5,48105.0,2
Louisiana,Acadia Parish,56854.83092204708,41958.0,45490.34161088318,4631
Louisiana,Allen Parish,47524.8,35411.0,40868.6,5
Louisiana,Ascension Parish,59698.2,54475.0,42358.8,5
Louisiana,Assumption Parish,63452.25,49056.5,48041.0,8
Louisiana,Avoyelles Parish,39847.666666666664,24428.5,39839.083333333336,12
Louisiana,Beauregard Parish,39387.5,39818.0,25866.166666666668,6
Louisiana,Bienville Parish,45120.9,29646.0,40868.0,10
Louisiana,Bossier Parish,63858.42857142857,48956.0,50550.857142857145,7
Louisiana,Caddo Parish,50803.416666666664,36223.0,46189.666666666664,12
Louisiana,Calcasieu Parish,56306.333333333336,44976.0,43563.75,12
Louisiana,Caldwell Parish,37042.75,25241.0,36275.0,4
Louisiana,Cameron Parish,76953.5,69655.0,59295.5,2
Louisiana,Catahoula Parish,44971.25,24050.0,43336.0,4
Louisiana,Claiborne Parish,50212.8,36946.0,45449.2,5
Louisiana,Concordia Parish,46240.28571428572,27949.0,42601.28571428572,7
Louisiana,De Soto Parish,71148.0,47785.0,42486.7,10
Louisiana,East Baton Rouge Parish,74873.85714285714,63913.5,55118.5,14
Louisiana,East Carroll Parish,30225.0,19940.0,29611.0,1
Louisiana,East Feliciana Parish,50397.4,38412.0,38150.8,5
Louisiana,Evangeline Parish,40646.142857142855,29430.0,37214.71428571428,7
Louisiana,Franklin Parish,35660.25,19528.5,34712.75,4
Louisiana,Grant Parish,57259.625,45503.5,43969.75,8
Louisiana,Iberia Parish,52655.6,42631.0,42618.8,5
Louisiana,Iberville Parish,49246.0,37307.0,43972.125,8
Louisiana,Jackson Parish,37848.57142857143,24605.0,31980.85714285714,7
Louisiana,Jefferson Davis Parish,46868.0,32569.0,38918.57142857143,7
Louisiana,Jefferson Parish,57797.19047619047,43140.0,48601.80952380953,21
Louisiana,LaSalle Parish,44056.8,28855.0,41152.2,5
Louisiana,Lafayette Parish,74348.0,52372.0,57410.25,8
Louisiana,Lafourche Parish,67048.25,52586.5,51703.3125,16
Louisiana,Lincoln Parish,53406.857142857145,38087.0,48140.71428571428,7
Louisiana,Livingston Parish,65322.0,51240.0,53270.0,9
Louisiana,Madison Parish,50882.25,34753.5,50096.75,4
Louisiana,Morehouse Parish,43697.6,20694.0,44289.4,5
Louisiana,Natchitoches Parish,44251.545454545456,32531.0,42783.181818181816,11
Louisiana,Orleans,57243.0,36536.0,59501.0,1
Louisiana,Ouachita Parish,49434.0,35472.5,44898.5,10
Louisiana,Plaquemines Parish,58715.375,37297.5,51214.25,8
Louisiana,Pointe Coupee Parish,60776.4,53589.0,47981.0,5
Louisiana,Rapides Parish,48480.90909090909,34189.0,43911.0,11
Louisiana,Red River Parish,55769.0,51787.0,42340.0,4
Louisiana,Richland Parish,48399.5,30645.0,46003.5,4
Louisiana,Sabine Parish,48890.11111111111,32359.0,44003.77777777778,9
Louisiana,St. Bernard Parish,54218.4,39122.0,42502.0,5
Louisiana,St. Charles Parish,70598.42857142857,65869.0,50832.142857142855,14
Louisiana,St. Helena Parish,42999.0,35516.0,36151.0,2
Louisiana,St. James Parish,59452.07142857143,45895.5,48361.42857142857,14
Louisiana,St. John the Baptist Parish,54626.666666666664,47953.0,43507.833333333336,6
Louisiana,St. Landry Parish,41345.53846153846,24620.0,41638.61538461538,13
Louisiana,St. Martin Parish,43829.0,33791.5,39644.8,10
Louisiana,St. Mary Parish,49364.181818181816,40407.0,43868.90909090909,11
Louisiana,St. Tammany Parish,70882.0,51061.0,57537.3,10
Louisiana,Tangipahoa Parish,44754.444444444445,33195.0,39564.22222222222,9
Louisiana,Tensas Parish,28200.333333333332,16648.0,28648.666666666668,3
Louisiana,Terrebonne Parish,63945.1,47897.0,49813.6,10
Louisiana,Union Parish,42754.857142857145,27885.0,37806.57142857143,7
Louisiana,Vermilion Parish,51357.666666666664,37290.0,45494.5,6
Louisiana,Vernon Parish,57490.5,45310.5,39701.0,10
Louisiana,Washington Parish,46264.25,25940.0,44901.75,4
Louisiana,Webster Parish,46534.454545454544,31881.0,41082.454545454544,11
Louisiana,West Baton Rouge Parish,71447.0,60770.5,50613.75,4
Louisiana,West Carroll Parish,46932.0,27346.0,42784.6,5
Louisiana,West Feliciana Parish,65875.0,56229.0,53243.0,1
Louisiana,Winn Parish,41013.444444444445,33580.0,28598.0,9
Maine,Androscoggin County,60433.3768115942,48085.0,46100.555555555555,1449
Maine,Aroostook County,44842.357142857145,33506.0,39972.42857142857,14
Maine,Cumberland County,72856.60869565218,61725.0,51835.86956521739,23
Maine,Franklin County,48555.333333333336,37548.0,44097.0,3
Maine,Hancock County,52822.71428571428,41784.0,47634.42857142857,7
Maine,Kennebec County,54046.6,46048.0,43535.9,10
Maine,Knox County,56070.666666666664,45058.0,45819.333333333336,3
Maine,Lincoln County,51602.4,36124.0,52350.2,5
Maine,Oxford County,41887.57142857143,27432.0,34506.142857142855,7
Maine,Penobscot County,52619.833333333336,36468.5,43221.833333333336,12
Maine,Piscataquis County,41616.75,30835.0,35317.75,4
Maine,Sagadahoc County,65031.0,57659.5,48154.75,4
Maine,Somerset County,47369.0,39028.0,39000.25,8
Maine,Waldo County,50377.25,32884.5,43150.5,4
Maine,Washington County,42805.4,31766.0,36120.4,5
Maine,York County,76159.25,58359.0,56049.625,16
Maryland,Allegany County,87959.47972470238,78866.5,55151.709635416664,5376
Maryland,Anne Arundel County,108415.65625,97973.5,66413.46875,32
Maryland,Baltimore,58018.0,42196.0,54482.0,1
Maryland,Baltimore County,81235.29032258065,66073.0,56785.25806451613,31
Maryland,Calvert County,104544.14285714286,103661.5,64654.857142857145,14
Maryland,Caroline County,57758.61538461538,61183.0,40852.46153846154,13
Maryland,Carroll County,87100.33333333333,81208.0,55774.88888888889,9
Maryland,Cecil County,67095.75,55210.5,52709.0,8
Maryland,Charles County,90040.30769230769,93157.0,55859.769230769234,13
Maryland,Dorchester County,61367.28571428572,72020.0,39416.57142857143,14
Maryland,Frederick County,100941.76,95321.0,60122.68,25
Maryland,Garrett County,46219.666666666664,41176.0,31809.533333333333,15
Maryland,Harford County,92490.0,75973.0,59770.333333333336,15
Maryland,Howard County,118601.2,117632.0,69434.6,10
Maryland,Kent County,56704.916666666664,64343.0,42852.416666666664,12
Maryland,Montgomery County,133952.625,122456.0,72801.08928571429,56
Maryland,Prince George's County,90369.89024390244,73458.0,57183.53658536585,82
Maryland,Queen Anne's County,80327.23076923077,81013.0,57085.307692307695,13
Maryland,Somerset County,51899.90909090909,31584.0,37880.0,11
Maryland,St. Mary's County,104835.66666666667,88278.0,67165.0,9
Maryland,Talbot County,75448.14285714286,61679.0,58865.42857142857,7
Maryland,Washington County,68478.04918032787,300000.0,40072.524590163935,61
Maryland,Wicomico County,54169.73684210526,64580.0,31015.526315789473,19
Maryland,Worcester County,68579.90909090909,71579.0,46957.27272727273,11
Massachusetts,Barnstable County,84758.57788712902,74676.0,57548.90235276026,6503
Massachusetts,Berkshire County,60243.0,47449.0,51142.88888888889,9
Massachusetts,Bristol County,73179.28571428571,63110.0,53176.21428571428,14
Massachusetts,Dukes County,74370.5,172605.0,60374.0,2
Massachusetts,Essex County,91040.45833333333,72172.0,66129.45833333333,24
Massachusetts,Franklin County,69304.375,49342.5,47852.125,8
Massachusetts,Hampden County,72953.14285714286,57495.0,52611.642857142855,14
Massachusetts,Hampshire County,64178.8,55959.5,54280.7,10
Massachusetts,Middlesex County,95364.97297297297,79719.0,64721.56756756757,37
Massachusetts,Nantucket County,106250.0,300000.0,59882.333333333336,3
Massachusetts,Norfolk County,106763.68421052632,82394.0,70061.05263157895,19
Massachusetts,Plymouth County,87141.41379310345,77974.0,60598.275862068964,29
Massachusetts,Suffolk County,69101.75,53383.0,58096.5,4
Massachusetts,Worcester County,77171.61764705883,62126.5,55388.294117647056,34
Michigan,Alcona County,60112.144256940664,47610.5,43254.18218109236,11022
Michigan,Alger County,45256.5,33999.0,38034.0,2
Michigan,Allegan County,48773.09090909091,41127.0,39581.90909090909,11
Michigan,Alpena County,71446.0,33535.0,31525.0,3
Michigan,Antrim County,50333.666666666664,42667.0,38114.77777777778,9
Michigan,Arenac County,37941.666666666664,24546.5,31458.0,6
Michigan,Baraga County,42778.0,29641.0,40532.333333333336,3
Michigan,Barry County,55045.625,47910.5,39163.625,8
Michigan,Bay County,47870.8,34065.0,36480.8,5
Michigan,Benzie County,56303.21428571428,43516.5,36807.357142857145,14
Michigan,Berrien County,57549.13043478261,41917.0,46257.434782608696,23
Michigan,Branch County,44176.8,35632.0,34888.8,5
Michigan,Calhoun County,47240.63636363636,36467.0,36567.27272727273,11
Michigan,Cass County,34303.833333333336,28545.5,29907.833333333332,6
Michigan,Charlevoix County,58637.63636363636,43210.0,44304.818181818184,11
Michigan,Cheboygan County,40277.75,39253.0,32805.0,4
Michigan,Chippewa County,43004.0,29776.0,37307.5,2
Michigan,Clare County,35491.666666666664,24727.0,33347.0,3
Michigan,Clinton County,57500.8,57542.0,38139.26666666667,15
Michigan,Crawford County,37195.0,29753.0,32775.0,1
Michigan,Delta County,45645.0,43824.0,37950.666666666664,3
Michigan,Dickinson County,52406.75,41523.5,39280.75,4
Michigan,Eaton County,55782.333333333336,44811.5,41459.25,12
Michigan,Emmet County,51608.357142857145,36166.5,36705.21428571428,14
Michigan,Genesee County,55350.47368421053,43152.0,42114.21052631579,19
Michigan,Gladwin County,34423.0,25151.0,31174.0,2
